home,away,Referee,time,HRestTime,ARestTime,HS_Acc,AS_Acc,HST_Acc,AST_Acc,H_Poss_Acc,A_Poss_Acc,H_atkPass_tot_Acc,A_atkPass_tot_Acc,H_atkPass_Ok_Acc,A_atkPass_OK_Acc,H_ins_Acc,A_ins_Acc,HAccP - AAccP,H/A,HWin,HDraw,HLose,H goal Diff,AWin,ADraw,ALose,A goal diff,moraldiff + h-a,y
Newcastle,Southampton,C Pawson,16656.0,8.0,2.0,78.0,65.0,24.0,24.0,256.1,243.09999999999997,730.0,651.0,468.0,417.0,80.0,90.0,-12.0,0.5862068965517241,1.0,1.0,3.0,-3.0,1.0,1.0,3.0,0.0,-4.308090490302938,D
Arsenal,West Ham,M Atkinson,16656.0,7.0,2.0,102.0,59.0,42.0,14.0,320.7000000000001,252.40000000000006,1224.0,610.0,997.0,390.0,91.0,51.0,29.0,2.7058823529411766,2.0,2.0,1.0,4.0,1.0,1.0,3.0,-3.0,36.04374467178175,A
West Brom,Man City,M Dean,16657.0,9.0,9.0,47.0,86.0,20.0,36.0,159.50000000000003,257.2,444.0,796.0,253.0,600.0,75.0,94.0,-10.0,0.7368421052631579,2.0,2.0,1.0,1.0,5.0,0.0,0.0,12.0,-10.123903720654294,A
Aston Villa,Man United,M Dean,16661.0,6.0,6.0,58.0,67.0,21.0,19.0,279.1,309.3000000000002,777.0,875.0,577.0,669.0,84.0,80.0,-17.0,0.5526315789473685,3.0,0.0,2.0,-3.0,2.0,2.0,1.0,1.0,-12.779367905056759,A
Sunderland,Norwich,K Friend,16662.0,7.0,7.0,57.0,56.0,23.0,21.0,191.40000000000003,209.20000000000007,433.0,625.0,267.0,400.0,92.0,74.0,4.0,1.2666666666666666,1.0,2.0,2.0,-2.0,0.0,1.0,4.0,-9.0,9.948691639291717,A
Swansea,Newcastle,M Jones,16662.0,6.0,6.0,60.0,75.0,28.0,24.0,223.70000000000007,263.49999999999994,470.0,710.0,324.0,461.0,97.0,77.0,15.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,-2.0,16.292775244949482,H
Tottenham,Stoke,R Madley,16662.0,7.0,6.0,65.0,59.0,18.0,25.0,275.70000000000005,244.0,676.0,512.0,446.0,297.0,111.0,79.0,4.0,1.1333333333333333,2.0,0.0,3.0,-2.0,2.0,1.0,2.0,5.0,-3.572580501017434,D
West Ham,Leicester,A Taylor,16662.0,6.0,7.0,59.0,81.0,16.0,25.0,244.2000000000001,218.3,602.0,594.0,384.0,343.0,54.0,114.0,-12.0,0.625,2.0,0.0,3.0,-1.0,4.0,1.0,0.0,11.0,-21.719043623719077,A
Southampton,Everton,M Oliver,16662.0,6.0,7.0,67.0,71.0,25.0,20.0,250.89999999999995,283.7999999999999,672.0,829.0,430.0,560.0,100.0,41.0,1.0,1.0357142857142858,1.0,1.0,3.0,0.0,1.0,1.0,3.0,-3.0,-0.7009538975904981,A
Man City,Chelsea,M Atkinson,16663.0,5.0,7.0,94.0,72.0,39.0,24.0,281.2,286.6,895.0,1039.0,702.0,838.0,102.0,46.0,-3.0,0.9302325581395349,5.0,0.0,0.0,14.0,2.0,2.0,1.0,0.0,9.280276417788663,H
Crystal Palace,Arsenal,L Mason,16663.0,8.0,7.0,60.0,102.0,25.0,39.0,194.79999999999984,314.7000000000001,571.0,1284.0,376.0,1064.0,76.0,95.0,-7.0,0.8372093023255814,3.0,0.0,2.0,3.0,1.0,2.0,2.0,0.0,7.152462487172457,A
Crystal Palace,Aston Villa,K Stroud,16669.0,6.0,7.0,63.0,52.0,28.0,18.0,197.49999999999986,274.0,587.0,721.0,396.0,520.0,81.0,85.0,15.0,1.75,3.0,0.0,2.0,3.0,2.0,0.0,3.0,-5.0,19.192924924342528,H
Sunderland,Swansea,N Swarbrick,16669.0,7.0,7.0,53.0,63.0,22.0,30.0,208.70000000000005,242.20000000000005,415.0,522.0,244.0,377.0,93.0,90.0,-13.0,0.59375,0.0,2.0,3.0,-6.0,2.0,1.0,2.0,0.0,-18.329539005977363,D
Norwich,Stoke,M Dean,16669.0,7.0,7.0,62.0,66.0,22.0,29.0,222.70000000000005,238.7,673.0,531.0,443.0,322.0,67.0,84.0,-13.0,0.5666666666666667,1.0,1.0,3.0,-6.0,2.0,2.0,1.0,7.0,-16.411849956752448,D
Leicester,Tottenham,M Atkinson,16669.0,7.0,7.0,73.0,57.0,24.0,20.0,200.3,273.6,573.0,645.0,316.0,420.0,112.0,109.0,2.0,1.0625,4.0,1.0,0.0,9.0,2.0,1.0,2.0,-1.0,13.458303873273444,D
Man United,Newcastle,C Pawson,16669.0,3.0,7.0,50.0,67.0,12.0,23.0,282.9000000000002,244.99999999999991,721.0,631.0,522.0,403.0,88.0,74.0,26.0,2.857142857142857,3.0,2.0,0.0,3.0,1.0,2.0,2.0,-1.0,31.7804777781558,D
West Brom,Chelsea,M Clattenburg,16670.0,8.0,7.0,46.0,65.0,15.0,20.0,181.00000000000003,275.29999999999995,478.0,1033.0,321.0,835.0,79.0,52.0,-15.0,0.6511627906976745,1.0,2.0,2.0,-3.0,1.0,2.0,2.0,-4.0,-6.464065899356868,A
Everton,Man City,A Taylor,16670.0,8.0,7.0,72.0,97.0,19.0,43.0,278.99999999999994,285.5,821.0,925.0,559.0,746.0,50.0,74.0,-9.0,0.775,2.0,1.0,2.0,1.0,5.0,0.0,0.0,16.0,-20.809628237259815,A
Arsenal,Liverpool,M Oliver,16671.0,8.0,6.0,99.0,72.0,37.0,16.0,304.7000000000001,282.7,1225.0,727.0,998.0,488.0,89.0,56.0,6.0,1.15,2.0,2.0,1.0,2.0,2.0,1.0,2.0,-5.0,6.362325834546702,D
Chelsea,Crystal Palace,C Pawson,16676.0,6.0,3.0,72.0,66.0,22.0,30.0,284.2999999999999,210.09999999999985,1069.0,616.0,858.0,423.0,49.0,81.0,8.0,1.2285714285714286,2.0,1.0,2.0,-3.0,4.0,0.0,1.0,5.0,-4.844705598668565,A
Newcastle,Arsenal,A Marriner,16676.0,3.0,4.0,59.0,113.0,18.0,39.0,214.09999999999994,327.9000000000001,547.0,1404.0,338.0,1159.0,79.0,95.0,-29.0,0.3409090909090909,1.0,2.0,2.0,-1.0,2.0,2.0,1.0,2.0,-22.8620115386903,A
Stoke,West Brom,M Oliver,16676.0,3.0,3.0,55.0,53.0,21.0,18.0,251.2,185.90000000000003,530.0,544.0,324.0,373.0,86.0,77.0,6.0,1.24,1.0,3.0,1.0,4.0,1.0,1.0,3.0,-4.0,9.01086121378222,A
Liverpool,West Ham,K Friend,16676.0,4.0,7.0,72.0,45.0,20.0,15.0,264.1,258.2000000000001,739.0,633.0,479.0,384.0,68.0,68.0,20.0,2.111111111111111,2.0,1.0,2.0,-5.0,1.0,0.0,4.0,-3.0,20.007147883076676,A
Aston Villa,Sunderland,R Madley,16676.0,3.0,3.0,48.0,50.0,15.0,21.0,265.0,197.80000000000004,651.0,396.0,463.0,229.0,92.0,85.0,0.0,1.0,1.0,0.0,4.0,-7.0,0.0,2.0,3.0,-6.0,-2.1986617574591847,D
Tottenham,Everton,M Jones,16676.0,7.0,2.0,67.0,60.0,23.0,16.0,284.8,250.9,678.0,724.0,459.0,474.0,95.0,55.0,3.0,1.1,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,4.482551353874882,D
Southampton,Norwich,J Moss,16677.0,2.0,4.0,77.0,74.0,29.0,27.0,228.7,226.7,634.0,681.0,411.0,451.0,113.0,56.0,6.0,1.3333333333333333,1.0,2.0,2.0,0.0,1.0,2.0,2.0,-2.0,-2.5748416040176583,H
Swansea,Man United,M Atkinson,16677.0,4.0,3.0,75.0,57.0,36.0,16.0,272.20000000000005,290.2000000000002,560.0,845.0,410.0,638.0,83.0,96.0,-9.0,0.7804878048780488,1.0,2.0,2.0,-1.0,2.0,3.0,0.0,2.0,-18.05009013426224,H
Man United,Liverpool,M Oliver,16690.0,13.0,14.0,56.0,67.0,16.0,18.0,297.9000000000002,260.5,842.0,781.0,645.0,522.0,90.0,70.0,3.0,1.0857142857142856,2.0,2.0,1.0,1.0,2.0,1.0,2.0,-6.0,9.386154306220092,H
Arsenal,Stoke,J Moss,16690.0,14.0,14.0,107.0,57.0,40.0,23.0,326.1,245.3,1269.0,533.0,1034.0,342.0,94.0,78.0,16.0,1.5714285714285714,3.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,15.010350725415542,H
Crystal Palace,Man City,M Jones,16690.0,14.0,14.0,64.0,86.0,30.0,35.0,212.59999999999988,286.5,621.0,1027.0,422.0,840.0,65.0,67.0,-10.0,0.7777777777777778,4.0,0.0,1.0,4.0,5.0,0.0,0.0,12.0,-14.478166406926817,A
West Brom,Southampton,S Attwell,16690.0,14.0,13.0,59.0,82.0,18.0,26.0,196.90000000000003,255.7,562.0,683.0,390.0,460.0,83.0,109.0,3.0,1.125,1.0,1.0,3.0,-6.0,1.0,2.0,2.0,-2.0,3.469457797968275,D
Everton,Chelsea,A Marriner,16690.0,13.0,14.0,47.0,86.0,14.0,28.0,245.79999999999995,288.7999999999999,686.0,1031.0,464.0,807.0,52.0,51.0,-10.0,0.75,1.0,2.0,2.0,0.0,2.0,1.0,2.0,-1.0,-6.766906607604284,H
Sunderland,Tottenham,C Pawson,16691.0,15.0,14.0,50.0,77.0,21.0,26.0,211.30000000000004,279.8,402.0,690.0,227.0,485.0,81.0,88.0,-10.0,0.6774193548387096,0.0,2.0,3.0,-6.0,1.0,3.0,1.0,0.0,-16.63770120877994,A
Leicester,Aston Villa,M Dean,16691.0,15.0,15.0,69.0,60.0,25.0,17.0,197.6,262.5,536.0,636.0,326.0,454.0,109.0,94.0,12.0,1.5714285714285714,3.0,2.0,0.0,7.0,1.0,1.0,3.0,-2.0,21.414593310100813,H
West Ham,Newcastle,A Taylor,16692.0,16.0,16.0,44.0,38.0,17.0,10.0,249.70000000000007,186.99999999999991,568.0,449.0,331.0,290.0,76.0,69.0,3.0,1.2,2.0,0.0,3.0,1.0,1.0,2.0,2.0,-1.0,3.249968169085818,H
Swansea,Everton,S Attwell,16697.0,7.0,7.0,74.0,52.0,32.0,22.0,270.50000000000006,244.29999999999995,626.0,667.0,417.0,468.0,77.0,51.0,2.0,1.0666666666666667,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,-2.4896620142309835,D
Stoke,Leicester,A Marriner,16697.0,7.0,6.0,51.0,68.0,18.0,24.0,231.5,200.6,493.0,573.0,312.0,360.0,65.0,100.0,-11.0,0.6944444444444444,0.0,2.0,3.0,-4.0,3.0,2.0,0.0,4.0,-24.79087144666479,D
Newcastle,Watford,R East,16697.0,4.0,7.0,35.0,64.0,10.0,16.0,206.59999999999994,229.00000000000009,467.0,674.0,299.0,450.0,79.0,116.0,-10.0,0.5454545454545454,0.0,2.0,3.0,-5.0,1.0,3.0,1.0,-1.0,-18.066844919786096,A
Chelsea,Arsenal,M Dean,16697.0,2.0,2.0,77.0,112.0,22.0,39.0,285.6,330.30000000000007,960.0,1234.0,722.0,991.0,57.0,97.0,-5.0,0.8863636363636364,1.0,1.0,3.0,-5.0,3.0,1.0,1.0,2.0,-11.4781715563328,H
Bournemouth,Sunderland,K Friend,16697.0,7.0,6.0,51.0,45.0,15.0,14.0,266.70000000000005,219.90000000000003,717.0,424.0,491.0,222.0,79.0,77.0,2.0,1.1111111111111112,1.0,1.0,3.0,-3.0,0.0,2.0,3.0,-5.0,2.4521202199046,H
Aston Villa,West Brom,M Atkinson,16697.0,6.0,7.0,55.0,53.0,16.0,14.0,249.4,195.90000000000003,549.0,583.0,375.0,398.0,97.0,78.0,-7.0,0.75,1.0,1.0,3.0,-2.0,1.0,2.0,2.0,-3.0,-9.160356087540912,A
Man City,West Ham,R Madley,16697.0,3.0,4.0,92.0,57.0,36.0,19.0,290.2,230.1000000000001,1035.0,598.0,844.0,363.0,65.0,96.0,26.0,2.238095238095238,5.0,0.0,0.0,11.0,3.0,0.0,2.0,5.0,25.51787925696594,A
Liverpool,Norwich,A Taylor,16698.0,2.0,8.0,62.0,75.0,18.0,24.0,250.00000000000003,247.4,726.0,695.0,486.0,468.0,74.0,58.0,15.0,1.8823529411764706,2.0,1.0,2.0,-3.0,2.0,1.0,2.0,-1.0,5.04654282765738,D
Southampton,Man United,M Clattenburg,16698.0,8.0,4.0,83.0,58.0,26.0,18.0,275.29999999999995,294.8000000000002,745.0,878.0,535.0,667.0,108.0,100.0,-13.0,0.6578947368421053,1.0,3.0,1.0,0.0,3.0,1.0,1.0,3.0,-15.182212951144443,A
Tottenham,Crystal Palace,M Oliver,16698.0,2.0,8.0,76.0,61.0,27.0,25.0,275.9,205.99999999999991,654.0,562.0,453.0,372.0,81.0,72.0,-4.0,0.8857142857142857,1.0,3.0,1.0,0.0,3.0,0.0,2.0,2.0,-3.9090329233377794,H
Stoke,Bournemouth,L Mason,16704.0,3.0,3.0,55.0,55.0,21.0,18.0,239.00000000000003,260.20000000000005,521.0,677.0,336.0,461.0,66.0,76.0,3.0,1.1363636363636365,0.0,3.0,2.0,-3.0,2.0,1.0,2.0,0.0,-0.9339530644793825,H
Southampton,Swansea,R East,16704.0,2.0,3.0,83.0,68.0,29.0,25.0,272.2,270.80000000000007,751.0,610.0,542.0,401.0,91.0,78.0,-10.0,0.6875,1.0,2.0,2.0,-1.0,2.0,2.0,1.0,2.0,-12.523134759976866,H
West Ham,Norwich,M Dean,16704.0,3.0,2.0,55.0,65.0,18.0,20.0,219.90000000000006,224.9,568.0,681.0,354.0,446.0,101.0,67.0,5.0,1.2777777777777777,3.0,0.0,2.0,4.0,2.0,2.0,1.0,1.0,6.2755602240896415,D
Liverpool,Aston Villa,J Moss,16704.0,2.0,3.0,77.0,61.0,22.0,16.0,256.40000000000003,268.5,786.0,581.0,542.0,390.0,73.0,89.0,11.0,1.5238095238095237,1.0,2.0,2.0,-4.0,0.0,1.0,4.0,-4.0,11.694977500569607,H
Newcastle,Chelsea,M Atkinson,16704.0,2.0,2.0,41.0,88.0,11.0,26.0,208.89999999999992,295.99999999999994,489.0,1030.0,323.0,802.0,85.0,55.0,-28.0,0.28205128205128205,0.0,1.0,4.0,-6.0,2.0,0.0,3.0,-3.0,-26.229337522942174,D
Leicester,Arsenal,C Pawson,16704.0,3.0,2.0,61.0,99.0,21.0,35.0,202.00000000000003,305.30000000000007,592.0,1115.0,372.0,879.0,110.0,98.0,-7.0,0.8409090909090909,2.0,3.0,0.0,2.0,3.0,1.0,1.0,2.0,-3.852434097447258,A
Tottenham,Man City,M Clattenburg,16704.0,2.0,3.0,89.0,100.0,29.0,37.0,283.3,293.6,698.0,1062.0,505.0,858.0,70.0,64.0,-15.0,0.6739130434782609,2.0,3.0,0.0,2.0,4.0,0.0,1.0,7.0,-9.39574893007056,H
Man United,Sunderland,M Jones,16704.0,2.0,3.0,59.0,44.0,20.0,11.0,303.7000000000002,211.40000000000003,847.0,435.0,646.0,221.0,95.0,84.0,23.0,2.3529411764705883,3.0,1.0,1.0,3.0,0.0,2.0,3.0,-5.0,31.749034380305602,H
Watford,Crystal Palace,A Taylor,16705.0,8.0,3.0,66.0,62.0,15.0,22.0,237.50000000000009,211.59999999999994,684.0,534.0,457.0,338.0,97.0,77.0,-8.0,0.75,2.0,2.0,1.0,0.0,2.0,0.0,3.0,-1.0,2.78985022229584,A
West Brom,Everton,R Madley,16706.0,4.0,5.0,55.0,59.0,18.0,19.0,205.00000000000003,229.79999999999995,594.0,630.0,390.0,455.0,91.0,67.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,-1.2934090070136577,A
Man City,Newcastle,K Friend,16711.0,2.0,6.0,104.0,48.0,37.0,14.0,299.0,209.99999999999991,1103.0,504.0,870.0,339.0,74.0,92.0,32.0,3.909090909090909,3.0,0.0,2.0,1.0,0.0,2.0,3.0,-4.0,25.74892822231532,H
Norwich,Leicester,M Clattenburg,16711.0,7.0,7.0,62.0,66.0,21.0,22.0,226.2,214.40000000000003,612.0,642.0,389.0,419.0,74.0,112.0,-19.0,0.4864864864864865,1.0,3.0,1.0,-1.0,1.0,3.0,1.0,-2.0,-13.803397950089124,A
Sunderland,West Ham,N Swarbrick,16711.0,7.0,7.0,47.0,64.0,13.0,22.0,200.3,192.10000000000008,411.0,522.0,219.0,318.0,81.0,116.0,-6.0,0.7391304347826086,0.0,2.0,3.0,-6.0,3.0,1.0,1.0,5.0,-22.653275281471565,D
Aston Villa,Stoke,M Jones,16711.0,7.0,7.0,66.0,47.0,19.0,19.0,259.6,236.0,557.0,510.0,386.0,312.0,86.0,63.0,-7.0,0.75,0.0,1.0,4.0,-4.0,1.0,2.0,2.0,-2.0,-12.859702380952378,A
Bournemouth,Watford,M Oliver,16711.0,7.0,6.0,53.0,65.0,22.0,12.0,271.5,228.00000000000003,667.0,636.0,451.0,410.0,75.0,86.0,-2.0,0.9130434782608695,2.0,1.0,2.0,0.0,2.0,1.0,2.0,-1.0,-5.990649350649349,D
Crystal Palace,West Brom,J Moss,16711.0,6.0,4.0,67.0,58.0,21.0,22.0,215.69999999999993,215.8,519.0,655.0,328.0,430.0,64.0,90.0,7.0,1.2592592592592593,3.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,7.024169375677246,H
Chelsea,Southampton,R Madley,16711.0,3.0,7.0,94.0,84.0,27.0,32.0,310.2999999999999,258.4,1041.0,696.0,797.0,497.0,53.0,95.0,13.0,1.5416666666666667,2.0,1.0,2.0,0.0,2.0,2.0,1.0,4.0,4.361796292243053,A
Arsenal,Man United,A Taylor,16712.0,4.0,3.0,105.0,62.0,40.0,25.0,304.00000000000006,316.4000000000001,1049.0,891.0,830.0,678.0,100.0,87.0,4.0,1.1,3.0,1.0,1.0,4.0,3.0,1.0,1.0,5.0,4.421403182058214,H
Swansea,Tottenham,M Dean,16712.0,8.0,2.0,60.0,91.0,23.0,30.0,263.1000000000001,275.70000000000005,583.0,712.0,368.0,509.0,77.0,80.0,-2.0,0.9411764705882353,1.0,2.0,2.0,-2.0,3.0,2.0,0.0,5.0,-18.081195014662754,D
Everton,Liverpool,M Atkinson,16712.0,5.0,2.0,61.0,80.0,19.0,32.0,239.09999999999994,264.40000000000003,635.0,832.0,455.0,589.0,63.0,72.0,1.0,1.03125,2.0,2.0,1.0,1.0,1.0,2.0,2.0,-4.0,13.288157894736841,D
Watford,Arsenal,M Jones,16725.0,14.0,13.0,63.0,98.0,14.0,40.0,222.1,275.70000000000005,609.0,846.0,391.0,659.0,88.0,96.0,-21.0,0.5227272727272727,2.0,1.0,2.0,-1.0,4.0,0.0,1.0,7.0,-21.747795682578293,A
Crystal Palace,West Ham,M Clattenburg,16725.0,14.0,14.0,72.0,74.0,23.0,24.0,226.29999999999995,202.70000000000007,549.0,540.0,344.0,356.0,64.0,101.0,14.0,1.608695652173913,3.0,0.0,2.0,2.0,3.0,2.0,0.0,6.0,-0.4717210586899725,A
West Brom,Sunderland,M Atkinson,16725.0,14.0,14.0,50.0,49.0,18.0,14.0,211.3,204.8,611.0,425.0,378.0,233.0,85.0,79.0,9.0,1.5294117647058822,2.0,1.0,2.0,-1.0,0.0,2.0,3.0,-6.0,14.13085283575796,H
Tottenham,Liverpool,C Pawson,16725.0,13.0,13.0,91.0,78.0,35.0,28.0,264.1000000000001,280.1,674.0,814.0,473.0,583.0,91.0,58.0,4.0,1.1333333333333333,3.0,2.0,0.0,5.0,1.0,2.0,2.0,-4.0,21.286476349684804,D
Everton,Man United,J Moss,16725.0,13.0,13.0,65.0,51.0,22.0,22.0,244.09999999999994,309.10000000000014,665.0,872.0,469.0,648.0,66.0,78.0,-7.0,0.825,2.0,3.0,0.0,3.0,3.0,0.0,2.0,2.0,3.6955442583732037,A
Man City,Bournemouth,M Dean,16725.0,14.0,14.0,111.0,50.0,39.0,21.0,309.1,271.5,1154.0,659.0,914.0,458.0,67.0,83.0,22.0,2.0476190476190474,3.0,0.0,2.0,4.0,1.0,2.0,2.0,-1.0,16.955828957239312,H
Southampton,Leicester,P Tierney,16725.0,13.0,14.0,83.0,69.0,32.0,25.0,249.5,214.40000000000003,669.0,627.0,469.0,390.0,84.0,114.0,-12.0,0.6923076923076923,3.0,1.0,1.0,6.0,2.0,2.0,1.0,-1.0,-3.806565387157498,D
Chelsea,Aston Villa,R East,16725.0,13.0,14.0,89.0,68.0,25.0,19.0,314.2999999999999,266.40000000000003,1032.0,614.0,777.0,433.0,62.0,82.0,15.0,1.7142857142857142,1.0,1.0,3.0,-3.0,0.0,1.0,4.0,-4.0,13.733793290043288,H
Newcastle,Norwich,A Taylor,16726.0,15.0,15.0,47.0,58.0,18.0,16.0,214.7999999999999,249.9,499.0,679.0,331.0,445.0,93.0,72.0,-7.0,0.6111111111111112,0.0,1.0,4.0,-9.0,1.0,2.0,2.0,-2.0,-13.031749483596268,H
Swansea,Stoke,R Madley,16727.0,15.0,16.0,51.0,53.0,16.0,23.0,247.80000000000004,222.0,566.0,501.0,353.0,304.0,79.0,62.0,2.0,1.0714285714285714,1.0,2.0,2.0,-2.0,2.0,1.0,2.0,-1.0,-2.4707954545454527,A
West Ham,Chelsea,J Moss,16732.0,7.0,3.0,86.0,72.0,23.0,19.0,227.90000000000006,298.99999999999994,649.0,939.0,453.0,686.0,90.0,74.0,-10.0,0.7222222222222222,3.0,2.0,0.0,5.0,2.0,1.0,2.0,0.0,8.770445134575567,H
Stoke,Watford,M Atkinson,16732.0,4.0,6.0,49.0,64.0,20.0,15.0,218.7,214.3,493.0,633.0,294.0,390.0,71.0,86.0,6.0,1.2727272727272727,3.0,1.0,1.0,1.0,2.0,1.0,2.0,-2.0,9.653969508752116,A
Aston Villa,Swansea,N Swarbrick,16732.0,7.0,4.0,55.0,56.0,14.0,14.0,254.90000000000003,267.3,560.0,599.0,390.0,405.0,95.0,69.0,-6.0,0.7777777777777778,0.0,0.0,5.0,-6.0,0.0,2.0,3.0,-4.0,-5.299918831168828,A
Leicester,Crystal Palace,M Dean,16732.0,7.0,7.0,91.0,65.0,30.0,18.0,220.6,228.39999999999992,651.0,558.0,402.0,348.0,114.0,81.0,6.0,1.1764705882352942,2.0,2.0,1.0,-1.0,2.0,0.0,3.0,-1.0,14.146739355447394,H
Norwich,West Brom,K Friend,16732.0,6.0,7.0,70.0,43.0,21.0,14.0,267.7,216.8,744.0,634.0,503.0,370.0,71.0,78.0,-11.0,0.5769230769230769,1.0,2.0,2.0,-3.0,2.0,1.0,2.0,-1.0,-9.726494058846999,A
Arsenal,Everton,L Mason,16732.0,3.0,7.0,93.0,69.0,37.0,22.0,268.6,241.59999999999997,759.0,706.0,586.0,482.0,102.0,70.0,11.0,1.3333333333333333,4.0,0.0,1.0,9.0,2.0,2.0,1.0,0.0,9.78129370629371,H
Man United,Man City,M Clattenburg,16733.0,3.0,3.0,50.0,108.0,25.0,45.0,297.2000000000002,304.4000000000001,839.0,1079.0,633.0,834.0,76.0,76.0,-6.0,0.8695652173913043,4.0,0.0,1.0,6.0,3.0,0.0,2.0,6.0,6.359576522633738,D
Bournemouth,Tottenham,R East,16733.0,8.0,2.0,50.0,84.0,20.0,33.0,260.6,261.9000000000001,647.0,634.0,442.0,420.0,80.0,98.0,-12.0,0.625,1.0,1.0,3.0,-5.0,3.0,2.0,0.0,5.0,-28.20437533753186,A
Liverpool,Southampton,A Marriner,16733.0,2.0,8.0,77.0,74.0,30.0,30.0,268.7,237.6,732.0,589.0,506.0,404.0,58.0,87.0,0.0,1.0,1.0,3.0,1.0,-1.0,2.0,2.0,1.0,3.0,-7.682971158957997,D
Sunderland,Newcastle,R Madley,16733.0,8.0,7.0,51.0,57.0,13.0,24.0,210.6,233.19999999999987,452.0,555.0,259.0,367.0,68.0,99.0,6.0,1.5454545454545454,0.0,1.0,4.0,-7.0,1.0,1.0,3.0,-4.0,-4.166595307300705,H
West Brom,Leicester,A Taylor,16739.0,7.0,3.0,42.0,82.0,17.0,27.0,221.2,219.7,612.0,621.0,345.0,365.0,92.0,120.0,-13.0,0.6904761904761905,3.0,0.0,2.0,0.0,2.0,2.0,1.0,-1.0,-15.3135295723531,A
Watford,West Ham,K Stroud,16739.0,7.0,7.0,60.0,81.0,12.0,25.0,208.5,233.70000000000005,610.0,629.0,373.0,426.0,81.0,72.0,-5.0,0.8275862068965517,2.0,1.0,2.0,-1.0,3.0,2.0,0.0,4.0,-19.66655084046389,H
Swansea,Arsenal,K Friend,16739.0,7.0,3.0,59.0,84.0,15.0,30.0,258.2,256.9,538.0,734.0,357.0,563.0,80.0,111.0,-14.0,0.6818181818181818,1.0,2.0,2.0,-2.0,4.0,0.0,1.0,8.0,-22.92815517815518,A
Crystal Palace,Man United,M Jones,16739.0,2.0,2.0,64.0,47.0,20.0,23.0,238.09999999999994,300.50000000000017,608.0,831.0,385.0,616.0,76.0,63.0,-4.0,0.8947368421052632,2.0,0.0,3.0,-1.0,3.0,1.0,1.0,4.0,-14.277242272792414,D
Man City,Norwich,R Madley,16739.0,2.0,3.0,93.0,74.0,39.0,20.0,287.50000000000006,280.9,980.0,783.0,734.0,553.0,73.0,60.0,29.0,2.933333333333333,2.0,1.0,2.0,5.0,0.0,2.0,3.0,-6.0,25.87541361978002,H
Chelsea,Liverpool,M Clattenburg,16739.0,3.0,2.0,65.0,84.0,21.0,28.0,292.0999999999999,284.9,871.0,796.0,616.0,561.0,77.0,61.0,9.0,1.3461538461538463,2.0,1.0,2.0,1.0,1.0,4.0,0.0,1.0,-0.02676282051282186,A
Newcastle,Stoke,R East,16739.0,6.0,3.0,64.0,52.0,28.0,17.0,232.79999999999993,254.2,558.0,562.0,377.0,362.0,91.0,68.0,-14.0,0.44,1.0,1.0,3.0,-5.0,3.0,1.0,1.0,1.0,-15.616540408975427,D
Everton,Sunderland,A Marriner,16740.0,4.0,7.0,65.0,48.0,18.0,14.0,246.49999999999997,206.70000000000005,694.0,468.0,475.0,267.0,81.0,69.0,14.0,1.736842105263158,1.0,2.0,2.0,-3.0,1.0,1.0,3.0,-3.0,16.953784450843273,H
Southampton,Bournemouth,C Pawson,16740.0,3.0,3.0,68.0,54.0,29.0,21.0,211.7,253.6,563.0,641.0,347.0,437.0,92.0,79.0,7.0,1.368421052631579,2.0,2.0,1.0,3.0,1.0,1.0,3.0,-7.0,18.644274781386166,H
Tottenham,Aston Villa,M Dean,16741.0,8.0,4.0,83.0,53.0,38.0,13.0,260.30000000000007,252.00000000000009,616.0,586.0,406.0,411.0,108.0,96.0,14.0,1.7777777777777777,3.0,2.0,0.0,8.0,0.0,0.0,5.0,-6.0,36.0893224225174,H
Norwich,Swansea,M Clattenburg,16746.0,7.0,7.0,72.0,55.0,21.0,15.0,269.0,264.5,748.0,574.0,532.0,391.0,58.0,76.0,-16.0,0.4666666666666667,0.0,1.0,4.0,-7.0,1.0,1.0,3.0,-5.0,-17.616725804225805,H
Bournemouth,Newcastle,L Mason,16746.0,5.0,7.0,55.0,64.0,18.0,29.0,252.6,226.89999999999992,643.0,543.0,440.0,362.0,78.0,83.0,6.0,1.5,0.0,1.0,4.0,-11.0,1.0,2.0,2.0,-4.0,-9.095840272358739,A
Man United,West Brom,M Dean,16746.0,3.0,7.0,42.0,45.0,21.0,17.0,297.00000000000017,228.40000000000003,838.0,612.0,617.0,344.0,64.0,75.0,10.0,1.3846153846153846,2.0,2.0,1.0,3.0,2.0,0.0,3.0,-2.0,16.828937935129886,H
Stoke,Chelsea,A Taylor,16746.0,7.0,2.0,50.0,51.0,15.0,16.0,247.6,271.49999999999994,582.0,758.0,388.0,497.0,63.0,83.0,-6.0,0.8125,3.0,1.0,1.0,1.0,1.0,1.0,3.0,-3.0,9.511360306360302,H
